2/8/2012 2:45,1.32489,1.3258,1.3248,1.32535,2448490009
2/8/2012 3:00,1.32535,1.32544,1.32491,1.32492,1224490009
2/8/2012 3:15,1.32492,1.32518,1.32474,1.32511,965100006.1
2/8/2012 3:30,1.3251,1.32545,1.32484,1.32515,1593770008
2/8/2012 3:45,1.32518,1.32518,1.32427,1.32464,1793360008
2/8/2012 4:00,1.32461,1.32486,1.32413,1.32444,1645029984
2/8/2012 4:15,1.32442,1.32487,1.32438,1.32459,1128969992
2/8/2012 4:30,1.32459,1.32467,1.3243,1.32447,1423189993
2/8/2012 4:45,1.32447,1.32462,1.32428,1.32441,974620006.6
2/8/2012 5:00,1.32441,1.32477,1.32437,1.32467,1334129995
2/8/2012 5:15,1.32467,1.32546,1.32463,1.32546,1773780022
2/8/2012 5:30,1.32546,1.32566,1.32507,1.32559,2089369984
2/8/2012 5:45,1.32559,1.32731,1.32532,1.32669,2786169998
2/8/2012 6:00,1.32672,1.32737,1.32639,1.32712,3091109970
2/8/2012 6:15,1.32712,1.32851,1.3271,1.32851,4215220039
2/8/2012 6:30,1.32855,1.32859,1.32777,1.32782,3138019974
2/8/2012 6:45,1.32782,1.32782,1.32689,1.32714,3243250046
2/8/2012 7:00,1.32713,1.32771,1.3267,1.32728,2973100037
2/8/2012 7:15,1.32728,1.32742,1.32629,1.32643,2814589973
2/8/2012 7:30,1.3264,1.3272,1.32626,1.32647,3205779999
2/8/2012 7:45,1.32647,1.32692,1.32557,1.32683,3156870064
2/8/2012 8:00,1.32683,1.32852,1.32655,1.32795,4923829956
2/8/2012 8:15,1.32795,1.32857,1.32745,1.32817,4108650009
